Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
18 January 2024, 1.0875, 160.89, 1.9558, 24.734, 7.4571, 0.85773, 382.00, 4.3990, 4.9772, 11.3640, 0.9432, 149.50, 11.4460, 32.7860, 1.6579, 5.3551, 1.4681, 7.8231, 8.5062, 16976.04, 4.0972, 90.4295, 1455.80, 18.6860, 5.1308, 1.7802, 60.726, 1.4619, 38.710, 20.5970, 
